,nombre,geoUbicacion,center,area,enUso,idEstablecimiento,createdAt,updatedAt,cultivos,idParcela,isActive
1,9,"[[-41.664287912409016, -66.08670962043108], [-41.66043753033867, -66.08447290956974], [-41.66171898257959, -66.08322819694878], [-41.665489965514126, -66.08438992872836], [-41.664287912409016, -66.08670962043108]]","[-41.6629637479264, -66.08496890868993]",4.47,1.0,72c02644-e952-4fae-adf9-b18cea0f065f,2023-10-30T19:41:55.556Z,2023-11-01T12:47:15.839Z,"[{'totalCultivado': 2, 'cosechado': False, 'createdAt': '2023-11-01T12:47:15.819Z', 'updatedAt': '2023-11-01T12:47:15.819Z', 'insumo': {'idInsumo': 'a1d26681-3746-4255-9108-012aa9cefb37', 'nombre': 'Cereza', 'stock': 999, 'stockUtilizado': 891, 'duracion': 6, 'precio': 120000, 'idEstablecimiento': '72c02644-e952-4fae-adf9-b18cea0f065f', 'idCategoria': 1, 'idUnidadDeMedida': 1, 'idSemillaCategoria': None, 'createdAt': '2023-10-30T17:14:28.123Z', 'updatedAt': '2023-11-01T12:47:15.832Z'}, 'campana': {'inicio': '2023-11-01T12:47:15.816Z', 'final': '2024-05-01T12:47:15.811Z', 'isActive': True, 'idInsumo': 'a1d26681-3746-4255-9108-012aa9cefb37', 'createdAt': '2023-11-01T12:47:15.816Z', 'updatedAt': '2023-11-01T12:47:15.816Z'}, 'actividades': [{'titulo': 'Sembrado', 'descripcion': 'Se sembro 60 Kilogramos de Cereza', 'fecha': '2023-11-01T12:47:15.826Z', 'idCultivo': '865f2df3-b89b-4961-810c-0931e39c064e', 'createdAt': '2023-11-01T12:47:15.826Z', 'updatedAt': '2023-11-01T12:47:15.826Z', 'insumos': [{'idCultivo': '865f2df3-b89b-4961-810c-0931e39c064e', 'nombre': 'Cereza', 'stock': 999, 'stockUtilizado': 891, 'duracion': 6, 'precio': 120000, 'idEstablecimiento': '72c02644-e952-4fae-adf9-b18cea0f065f', 'unidadDeMedida': {'nombre': 'Kilogramos'}, 'categoria': {'nombre': 'Semillas'}}], 'empleados': []}]}]",,
2,10,"[[-41.6631728674782, -66.09769821166994], [-41.66358995834015, -66.09439373016359], [-41.66567537212379, -66.09443664550783], [-41.666028281620115, -66.09683990478517], [-41.6631728674782, -66.09769821166994]]","[-41.664600574549155, -66.09604597091676]",3.5300000000000002,,,2023-10-31T14:23:53.574Z,2023-11-01T12:41:44.149Z,[],ed76f8d8-0ed5-4e3b-96e2-ed8d1616c42d,0.0
